Sample in Buffer,Sample in Window,TRIGGER,ts_valid_d2,ts_coarse_d2[31:0],ts_fine_idx_d2[8:0],psdone,current_loop_cnt[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED,HEX,UNSIGNED
0,0,0,1,3643a5a4,3,0,350
1,1,0,1,364468f4,3,0,350
2,2,0,1,36452c44,3,0,350
3,3,0,1,3645ef94,3,0,350
4,4,0,1,3646b2e4,3,0,350
5,5,0,1,36477634,3,0,350
6,6,0,1,36483984,3,0,350
7,7,0,1,3648fcd4,3,0,350
8,8,0,1,3649c024,3,0,350
9,9,0,1,364a8374,3,0,350
10,10,0,1,364b46c4,3,0,350
11,11,0,1,364c0a14,3,0,350
12,12,0,1,364ccd64,3,0,350
13,13,0,1,364d90b4,3,0,350
14,14,0,1,364e5404,3,0,350
15,15,1,0,364e5404,3,0,1
16,16,0,1,364f1754,3,0,1
17,17,0,1,364fdaa4,4,0,1
18,18,0,1,36509df4,3,0,1
19,19,0,1,36516144,3,0,1
20,20,0,1,36522494,4,0,1
21,21,0,1,3652e7e4,4,0,1
22,22,0,1,3653ab34,3,0,1
23,23,0,1,36546e84,4,0,1
24,24,0,1,365531d4,3,0,1
25,25,0,1,3655f524,3,0,1
26,26,0,1,3656b874,4,0,1
27,27,0,1,36577bc4,3,0,1
28,28,0,1,36583f14,3,0,1
29,29,0,1,36590264,3,0,1
30,30,0,1,3659c5b4,3,0,1
31,31,0,1,365a8904,4,0,1
32,32,0,1,365b4c54,3,0,1
33,33,0,1,365c0fa4,3,0,1
34,34,0,1,365cd2f4,3,0,1
35,35,0,1,365d9644,3,0,1
36,36,0,1,365e5994,3,0,1
37,37,0,1,365f1ce4,3,0,1
38,38,0,1,365fe034,4,0,1
39,39,0,1,3660a384,3,0,1
40,40,0,1,366166d4,3,0,1
41,41,0,1,36622a24,3,0,1
42,42,0,1,3662ed74,3,0,1
43,43,0,1,3663b0c4,3,0,1
44,44,0,1,36647414,3,0,1
45,45,0,1,36653764,4,0,1
46,46,0,1,3665fab4,3,0,1
47,47,0,1,3666be04,3,0,1
48,48,0,1,36678154,3,0,1
49,49,0,1,366844a4,3,0,1
50,50,0,1,366907f4,3,0,1
51,51,0,1,3669cb44,3,0,1
52,52,0,1,366a8e94,4,0,1
53,53,0,1,366b51e4,3,0,1
54,54,0,1,366c1534,3,0,1
55,55,0,1,366cd884,3,0,1
56,56,0,1,366d9bd4,4,0,2
57,57,0,1,366e5f24,4,0,2
58,58,0,1,366f2274,4,0,2
59,59,0,1,366fe5c4,4,0,2
60,60,0,1,3670a914,4,0,2
61,61,0,1,36716c64,4,0,2
62,62,0,1,36722fb4,4,0,2
63,63,0,1,3672f304,4,0,2
64,64,0,1,3673b654,4,0,2
65,65,0,1,367479a4,4,0,2
66,66,0,1,36753cf4,4,0,2
67,67,0,1,36760044,4,0,2
68,68,0,1,3676c394,4,0,2
69,69,0,1,367786e4,4,0,2
70,70,0,1,36784a34,4,0,2
71,71,0,1,36790d84,4,0,2
72,72,0,1,3679d0d4,4,0,2
73,73,0,1,367a9424,4,0,2
74,74,0,1,367b5774,4,0,2
75,75,0,1,367c1ac4,4,0,2
76,76,0,1,367cde14,4,0,2
77,77,0,1,367da164,4,0,2
78,78,0,1,367e64b4,4,0,2
79,79,0,1,367f2804,4,0,2
80,80,0,1,367feb54,4,0,2
81,81,0,1,3680aea4,4,0,2
82,82,0,1,368171f4,4,0,2
83,83,0,1,36823544,4,0,2
84,84,0,1,3682f894,4,0,2
85,85,0,1,3683bbe4,4,0,2
86,86,0,1,36847f34,4,0,2
87,87,0,1,36854284,4,0,2
88,88,0,1,368605d4,4,0,2
89,89,0,1,3686c924,4,0,2
90,90,0,1,36878c74,4,0,2
91,91,0,1,36884fc4,4,0,2
92,92,0,1,36891314,4,0,2
93,93,0,1,3689d664,4,0,2
94,94,0,1,368a99b4,4,0,2
95,95,0,1,368b5d04,4,0,2
96,96,0,1,368c2054,4,0,3
97,97,0,1,368ce3a4,5,0,3
98,98,0,1,368da6f4,5,0,3
99,99,0,1,368e6a44,5,0,3
100,100,0,1,368f2d94,5,0,3
101,101,0,1,368ff0e4,4,0,3
102,102,0,1,3690b434,5,0,3
103,103,0,1,36917784,5,0,3
104,104,0,1,36923ad4,5,0,3
105,105,0,1,3692fe24,5,0,3
106,106,0,1,3693c174,5,0,3
107,107,0,1,369484c4,5,0,3
108,108,0,1,36954814,5,0,3
109,109,0,1,36960b64,4,0,3
110,110,0,1,3696ceb4,5,0,3
111,111,0,1,36979204,5,0,3
112,112,0,1,36985554,5,0,3
113,113,0,1,369918a4,5,0,3
114,114,0,1,3699dbf4,5,0,3
115,115,0,1,369a9f44,5,0,3
116,116,0,1,369b6294,5,0,3
117,117,0,1,369c25e4,5,0,3
118,118,0,1,369ce934,4,0,3
119,119,0,1,369dac84,5,0,3
120,120,0,1,369e6fd4,5,0,3
121,121,0,1,369f3324,5,0,3
122,122,0,1,369ff674,5,0,3
123,123,0,1,36a0b9c4,5,0,3
124,124,0,1,36a17d14,5,0,3
125,125,0,1,36a24064,5,0,3
126,126,0,1,36a303b4,5,0,3
127,127,0,1,36a3c704,5,0,3
128,128,0,1,36a48a54,5,0,3
129,129,0,1,36a54da4,5,0,3
130,130,0,1,36a610f4,5,0,3
131,131,0,1,36a6d444,5,0,3
132,132,0,1,36a79794,5,0,3
133,133,0,1,36a85ae4,5,0,3
134,134,0,1,36a91e34,5,0,3
135,135,0,1,36a9e184,5,0,3
136,136,0,1,36aaa4d4,5,0,4
137,137,0,1,36ab6824,5,0,4
138,138,0,1,36ac2b74,5,0,4
139,139,0,1,36aceec4,5,0,4
140,140,0,1,36adb214,5,0,4
141,141,0,1,36ae7564,5,0,4
142,142,0,1,36af38b4,5,0,4
143,143,0,1,36affc04,5,0,4
144,144,0,1,36b0bf54,5,0,4
145,145,0,1,36b182a4,5,0,4
146,146,0,1,36b245f4,5,0,4
147,147,0,1,36b30944,5,0,4
148,148,0,1,36b3cc94,5,0,4
149,149,0,1,36b48fe4,5,0,4
150,150,0,1,36b55334,5,0,4
151,151,0,1,36b61684,5,0,4
152,152,0,1,36b6d9d4,5,0,4
153,153,0,1,36b79d24,5,0,4
154,154,0,1,36b86074,5,0,4
155,155,0,1,36b923c4,5,0,4
156,156,0,1,36b9e714,5,0,4
157,157,0,1,36baaa64,5,0,4
158,158,0,1,36bb6db4,5,0,4
159,159,0,1,36bc3104,5,0,4
160,160,0,1,36bcf454,5,0,4
161,161,0,1,36bdb7a4,5,0,4
162,162,0,1,36be7af4,5,0,4
163,163,0,1,36bf3e44,5,0,4
164,164,0,1,36c00194,5,0,4
165,165,0,1,36c0c4e4,5,0,4
166,166,0,1,36c18834,5,0,4
167,167,0,1,36c24b84,5,0,4
168,168,0,1,36c30ed4,5,0,4
169,169,0,1,36c3d224,5,0,4
170,170,0,1,36c49574,5,0,4
171,171,0,1,36c558c4,5,0,4
172,172,0,1,36c61c14,5,0,4
173,173,0,1,36c6df64,5,0,4
174,174,0,1,36c7a2b4,5,0,4
175,175,0,1,36c86604,5,0,4
176,176,0,1,36c92954,5,0,5
177,177,0,1,36c9eca4,5,0,5
178,178,0,1,36caaff4,5,0,5
179,179,0,1,36cb7344,5,0,5
180,180,0,1,36cc3694,6,0,5
181,181,0,1,36ccf9e4,5,0,5
182,182,0,1,36cdbd34,5,0,5
183,183,0,1,36ce8084,5,0,5
184,184,0,1,36cf43d4,5,0,5
185,185,0,1,36d00724,5,0,5
186,186,0,1,36d0ca74,5,0,5
187,187,0,1,36d18dc4,6,0,5
188,188,0,1,36d25114,5,0,5
189,189,0,1,36d31464,5,0,5
190,190,0,1,36d3d7b4,5,0,5
191,191,0,1,36d49b04,5,0,5
192,192,0,1,36d55e54,5,0,5
193,193,0,1,36d621a4,6,0,5
194,194,0,1,36d6e4f4,6,0,5
195,195,0,1,36d7a844,5,0,5
196,196,0,1,36d86b94,5,0,5
197,197,0,1,36d92ee4,5,0,5
198,198,0,1,36d9f234,5,0,5
199,199,0,1,36dab584,5,0,5
200,200,0,1,36db78d4,5,0,5
201,201,0,1,36dc3c24,5,0,5
202,202,0,1,36dcff74,5,0,5
203,203,0,1,36ddc2c4,5,0,5
204,204,0,1,36de8614,5,0,5
205,205,0,1,36df4964,5,0,5
206,206,0,1,36e00cb4,5,0,5
207,207,0,1,36e0d004,5,0,5
208,208,0,1,36e19354,6,0,5
209,209,0,1,36e256a4,5,0,5
210,210,0,1,36e319f4,5,0,5
211,211,0,1,36e3dd44,5,0,5
212,212,0,1,36e4a094,5,0,5
213,213,0,1,36e563e4,5,0,5
214,214,0,1,36e62734,5,0,5
215,215,0,1,36e6ea84,5,0,5
216,216,0,1,36e7add4,5,0,6
217,217,0,1,36e87124,6,0,6
218,218,0,1,36e93474,6,0,6
219,219,0,1,36e9f7c4,6,0,6
220,220,0,1,36eabb14,6,0,6
221,221,0,1,36eb7e64,6,0,6
222,222,0,1,36ec41b4,6,0,6
223,223,0,1,36ed0504,6,0,6
224,224,0,1,36edc854,6,0,6
225,225,0,1,36ee8ba4,6,0,6
226,226,0,1,36ef4ef4,6,0,6
227,227,0,1,36f01244,6,0,6
228,228,0,1,36f0d594,6,0,6
229,229,0,1,36f198e4,6,0,6
230,230,0,1,36f25c34,6,0,6
231,231,0,1,36f31f84,6,0,6
232,232,0,1,36f3e2d4,6,0,6
233,233,0,1,36f4a624,6,0,6
234,234,0,1,36f56974,6,0,6
235,235,0,1,36f62cc4,6,0,6
236,236,0,1,36f6f014,6,0,6
237,237,0,1,36f7b364,6,0,6
238,238,0,1,36f876b4,6,0,6
239,239,0,1,36f93a04,6,0,6
240,240,0,1,36f9fd54,6,0,6
241,241,0,1,36fac0a4,6,0,6
242,242,0,1,36fb83f4,6,0,6
243,243,0,1,36fc4744,6,0,6
244,244,0,1,36fd0a94,6,0,6
245,245,0,1,36fdcde4,6,0,6
246,246,0,1,36fe9134,6,0,6
247,247,0,1,36ff5484,6,0,6
248,248,0,1,370017d4,6,0,6
249,249,0,1,3700db24,6,0,6
250,250,0,1,37019e74,6,0,6
251,251,0,1,370261c4,6,0,6
252,252,0,1,37032514,6,0,6
253,253,0,1,3703e864,6,0,6
254,254,0,1,3704abb4,6,0,6
255,255,0,1,37056f04,6,0,6
256,256,0,1,37063254,6,0,7
257,257,0,1,3706f5a4,9,0,7
258,258,0,1,3707b8f4,8,0,7
259,259,0,1,37087c44,9,0,7
260,260,0,1,37093f94,8,0,7
261,261,0,1,370a02e4,8,0,7
262,262,0,1,370ac634,8,0,7
263,263,0,1,370b8984,8,0,7
264,264,0,1,370c4cd4,9,0,7
265,265,0,1,370d1024,9,0,7
266,266,0,1,370dd374,8,0,7
267,267,0,1,370e96c4,9,0,7
268,268,0,1,370f5a14,8,0,7
269,269,0,1,37101d64,8,0,7
270,270,0,1,3710e0b4,8,0,7
271,271,0,1,3711a404,9,0,7
272,272,0,1,37126754,9,0,7
273,273,0,1,37132aa4,8,0,7
274,274,0,1,3713edf4,9,0,7
275,275,0,1,3714b144,9,0,7
276,276,0,1,37157494,8,0,7
277,277,0,1,371637e4,8,0,7
278,278,0,1,3716fb34,9,0,7
279,279,0,1,3717be84,8,0,7
280,280,0,1,371881d4,9,0,7
281,281,0,1,37194524,8,0,7
282,282,0,1,371a0874,9,0,7
283,283,0,1,371acbc4,8,0,7
284,284,0,1,371b8f14,9,0,7
285,285,0,1,371c5264,8,0,7
286,286,0,1,371d15b4,8,0,7
287,287,0,1,371dd904,9,0,7
288,288,0,1,371e9c54,8,0,7
289,289,0,1,371f5fa4,8,0,7
290,290,0,1,372022f4,8,0,7
291,291,0,1,3720e644,9,0,7
292,292,0,1,3721a994,9,0,7
293,293,0,1,37226ce4,8,0,7
294,294,0,1,37233034,9,0,7
295,295,0,1,3723f384,9,0,7
296,296,0,1,3724b6d4,8,0,8
297,297,0,1,37257a24,9,0,8
298,298,0,1,37263d74,9,0,8
299,299,0,1,372700c4,9,0,8
300,300,0,1,3727c414,9,0,8
301,301,0,1,37288764,9,0,8
302,302,0,1,37294ab4,9,0,8
303,303,0,1,372a0e04,9,0,8
304,304,0,1,372ad154,9,0,8
305,305,0,1,372b94a4,9,0,8
306,306,0,1,372c57f4,9,0,8
307,307,0,1,372d1b44,9,0,8
308,308,0,1,372dde94,9,0,8
309,309,0,1,372ea1e4,9,0,8
310,310,0,1,372f6534,9,0,8
311,311,0,1,37302884,9,0,8
312,312,0,1,3730ebd4,9,0,8
313,313,0,1,3731af24,9,0,8
314,314,0,1,37327274,9,0,8
315,315,0,1,373335c4,9,0,8
316,316,0,1,3733f914,9,0,8
317,317,0,1,3734bc64,9,0,8
318,318,0,1,37357fb4,9,0,8
319,319,0,1,37364304,9,0,8
320,320,0,1,37370654,9,0,8
321,321,0,1,3737c9a4,9,0,8
322,322,0,1,37388cf4,9,0,8
323,323,0,1,37395044,9,0,8
324,324,0,1,373a1394,9,0,8
325,325,0,1,373ad6e4,9,0,8
326,326,0,1,373b9a34,9,0,8
327,327,0,1,373c5d84,9,0,8
328,328,0,1,373d20d4,9,0,8
329,329,0,1,373de424,9,0,8
330,330,0,1,373ea774,9,0,8
331,331,0,1,373f6ac4,9,0,8
332,332,0,1,37402e14,9,0,8
333,333,0,1,3740f164,9,0,8
334,334,0,1,3741b4b4,9,0,8
335,335,0,1,37427804,9,0,8
336,336,0,1,37433b54,9,0,9
337,337,0,1,3743fea4,9,0,9
338,338,0,1,3744c1f4,9,0,9
339,339,0,1,37458544,9,0,9
340,340,0,1,37464894,10,0,9
341,341,0,1,37470be4,9,0,9
342,342,0,1,3747cf34,9,0,9
343,343,0,1,37489284,9,0,9
344,344,0,1,374955d4,9,0,9
345,345,0,1,374a1924,9,0,9
346,346,0,1,374adc74,9,0,9
347,347,0,1,374b9fc4,9,0,9
348,348,0,1,374c6314,9,0,9
349,349,0,1,374d2664,9,0,9
350,350,0,1,374de9b4,9,0,9
351,351,0,1,374ead04,9,0,9
352,352,0,1,374f7054,9,0,9
353,353,0,1,375033a4,9,0,9
354,354,0,1,3750f6f4,10,0,9
355,355,0,1,3751ba44,9,0,9
356,356,0,1,37527d94,9,0,9
357,357,0,1,375340e4,9,0,9
358,358,0,1,37540434,9,0,9
359,359,0,1,3754c784,9,0,9
360,360,0,1,37558ad4,9,0,9
361,361,0,1,37564e24,9,0,9
362,362,0,1,37571174,9,0,9
363,363,0,1,3757d4c4,9,0,9
364,364,0,1,37589814,9,0,9
365,365,0,1,37595b64,9,0,9
366,366,0,1,375a1eb4,9,0,9
367,367,0,1,375ae204,10,0,9
368,368,0,1,375ba554,9,0,9
369,369,0,1,375c68a4,9,0,9
370,370,0,1,375d2bf4,9,0,9
371,371,0,1,375def44,9,0,9
372,372,0,1,375eb294,9,0,9
373,373,0,1,375f75e4,10,0,9
374,374,0,1,37603934,10,0,9
375,375,0,1,3760fc84,9,0,9
376,376,0,1,3761bfd4,9,0,10
377,377,0,1,37628324,10,0,10
378,378,0,1,37634674,10,0,10
379,379,0,1,376409c4,10,0,10
380,380,0,1,3764cd14,10,0,10
381,381,0,1,37659064,10,0,10
382,382,0,1,376653b4,10,0,10
383,383,0,1,37671704,10,0,10
384,384,0,1,3767da54,10,0,10
385,385,0,1,37689da4,10,0,10
386,386,0,1,376960f4,10,0,10
387,387,0,1,376a2444,10,0,10
388,388,0,1,376ae794,10,0,10
389,389,0,1,376baae4,10,0,10
390,390,0,1,376c6e34,10,0,10
391,391,0,1,376d3184,10,0,10
392,392,0,1,376df4d4,10,0,10
393,393,0,1,376eb824,10,0,10
394,394,0,1,376f7b74,10,0,10
395,395,0,1,37703ec4,10,0,10
396,396,0,1,37710214,10,0,10
397,397,0,1,3771c564,10,0,10
398,398,0,1,377288b4,10,0,10
399,399,0,1,37734c04,10,0,10
400,400,0,1,37740f54,10,0,10
401,401,0,1,3774d2a4,10,0,10
402,402,0,1,377595f4,10,0,10
403,403,0,1,37765944,10,0,10
404,404,0,1,37771c94,10,0,10
405,405,0,1,3777dfe4,10,0,10
406,406,0,1,3778a334,10,0,10
407,407,0,1,37796684,10,0,10
408,408,0,1,377a29d4,10,0,10
409,409,0,1,377aed24,10,0,10
410,410,0,1,377bb074,10,0,10
411,411,0,1,377c73c4,10,0,10
412,412,0,1,377d3714,10,0,10
413,413,0,1,377dfa64,10,0,10
414,414,0,1,377ebdb4,10,0,10
415,415,0,1,377f8104,10,0,10
416,416,0,1,37804454,10,0,11
417,417,0,1,378107a4,13,0,11
418,418,0,1,3781caf4,13,0,11
419,419,0,1,37828e44,12,0,11
420,420,0,1,37835194,13,0,11
421,421,0,1,378414e4,13,0,11
422,422,0,1,3784d834,12,0,11
423,423,0,1,37859b84,13,0,11
424,424,0,1,37865ed4,13,0,11
425,425,0,1,37872224,13,0,11
426,426,0,1,3787e574,12,0,11
427,427,0,1,3788a8c4,12,0,11
428,428,0,1,37896c14,12,0,11
429,429,0,1,378a2f64,12,0,11
430,430,0,1,378af2b4,13,0,11
431,431,0,1,378bb604,13,0,11
432,432,0,1,378c7954,11,0,11
433,433,0,1,378d3ca4,12,0,11
434,434,0,1,378dfff4,13,0,11
435,435,0,1,378ec344,12,0,11
436,436,0,1,378f8694,12,0,11
437,437,0,1,379049e4,13,0,11
438,438,0,1,37910d34,13,0,11
439,439,0,1,3791d084,13,0,11
440,440,0,1,379293d4,12,0,11
441,441,0,1,37935724,13,0,11
442,442,0,1,37941a74,12,0,11
443,443,0,1,3794ddc4,13,0,11
444,444,0,1,3795a114,13,0,11
445,445,0,1,37966464,12,0,11
446,446,0,1,379727b4,13,0,11
447,447,0,1,3797eb04,12,0,11
448,448,0,1,3798ae54,13,0,11
449,449,0,1,379971a4,13,0,11
450,450,0,1,379a34f4,12,0,11
451,451,0,1,379af844,13,0,11
452,452,0,1,379bbb94,13,0,11
453,453,0,1,379c7ee4,12,0,11
454,454,0,1,379d4234,12,0,11
455,455,0,1,379e0584,13,0,11
456,456,0,1,379ec8d4,13,0,12
457,457,0,1,379f8c24,13,0,12
458,458,0,1,37a04f74,13,0,12
459,459,0,1,37a112c4,13,0,12
460,460,0,1,37a1d614,13,0,12
461,461,0,1,37a29964,13,0,12
462,462,0,1,37a35cb4,13,0,12
463,463,0,1,37a42004,13,0,12
464,464,0,1,37a4e354,13,0,12
465,465,0,1,37a5a6a4,13,0,12
466,466,0,1,37a669f4,13,0,12
467,467,0,1,37a72d44,13,0,12
468,468,0,1,37a7f094,13,0,12
469,469,0,1,37a8b3e4,13,0,12
470,470,0,1,37a97734,13,0,12
471,471,0,1,37aa3a84,13,0,12
472,472,0,1,37aafdd4,13,0,12
473,473,0,1,37abc124,13,0,12
474,474,0,1,37ac8474,13,0,12
475,475,0,1,37ad47c4,13,0,12
476,476,0,1,37ae0b14,13,0,12
477,477,0,1,37aece64,13,0,12
478,478,0,1,37af91b4,13,0,12
479,479,0,1,37b05504,13,0,12
480,480,0,1,37b11854,13,0,12
481,481,0,1,37b1dba4,13,0,12
482,482,0,1,37b29ef4,13,0,12
483,483,0,1,37b36244,13,0,12
484,484,0,1,37b42594,13,0,12
485,485,0,1,37b4e8e4,13,0,12
486,486,0,1,37b5ac34,13,0,12
487,487,0,1,37b66f84,13,0,12
488,488,0,1,37b732d4,13,0,12
489,489,0,1,37b7f624,13,0,12
490,490,0,1,37b8b974,13,0,12
491,491,0,1,37b97cc4,13,0,12
492,492,0,1,37ba4014,13,0,12
493,493,0,1,37bb0364,13,0,12
494,494,0,1,37bbc6b4,13,0,12
495,495,0,1,37bc8a04,13,0,12
496,496,0,1,37bd4d54,13,0,13
497,497,0,1,37be10a4,13,0,13
498,498,0,1,37bed3f4,13,0,13
499,499,0,1,37bf9744,13,0,13
500,500,0,1,37c05a94,13,0,13
501,501,0,1,37c11de4,13,0,13
502,502,0,1,37c1e134,13,0,13
503,503,0,1,37c2a484,13,0,13
504,504,0,1,37c367d4,14,0,13
505,505,0,1,37c42b24,13,0,13
506,506,0,1,37c4ee74,13,0,13
507,507,0,1,37c5b1c4,13,0,13
508,508,0,1,37c67514,13,0,13
509,509,0,1,37c73864,13,0,13
510,510,0,1,37c7fbb4,13,0,13
511,511,0,1,37c8bf04,13,0,13
512,512,0,1,37c98254,13,0,13
513,513,0,1,37ca45a4,13,0,13
514,514,0,1,37cb08f4,13,0,13
515,515,0,1,37cbcc44,13,0,13
516,516,0,1,37cc8f94,13,0,13
517,517,0,1,37cd52e4,13,0,13
518,518,0,1,37ce1634,13,0,13
519,519,0,1,37ced984,13,0,13
520,520,0,1,37cf9cd4,13,0,13
521,521,0,1,37d06024,13,0,13
522,522,0,1,37d12374,13,0,13
523,523,0,1,37d1e6c4,13,0,13
524,524,0,1,37d2aa14,13,0,13
525,525,0,1,37d36d64,13,0,13
526,526,0,1,37d430b4,13,0,13
527,527,0,1,37d4f404,13,0,13
528,528,0,1,37d5b754,13,0,13
529,529,0,1,37d67aa4,13,0,13
530,530,0,1,37d73df4,13,0,13
531,531,0,1,37d80144,13,0,13
532,532,0,1,37d8c494,13,0,13
533,533,0,1,37d987e4,13,0,13
534,534,0,1,37da4b34,13,0,13
535,535,0,1,37db0e84,13,0,13
536,536,0,1,37dbd1d4,13,0,14
537,537,0,1,37dc9524,15,0,14
538,538,0,1,37dd5874,15,0,14
539,539,0,1,37de1bc4,15,0,14
540,540,0,1,37dedf14,15,0,14
541,541,0,1,37dfa264,15,0,14
542,542,0,1,37e065b4,15,0,14
543,543,0,1,37e12904,15,0,14
544,544,0,1,37e1ec54,15,0,14
545,545,0,1,37e2afa4,15,0,14
546,546,0,1,37e372f4,15,0,14
547,547,0,1,37e43644,15,0,14
548,548,0,1,37e4f994,15,0,14
549,549,0,1,37e5bce4,15,0,14
550,550,0,1,37e68034,15,0,14
551,551,0,1,37e74384,15,0,14
552,552,0,1,37e806d4,15,0,14
553,553,0,1,37e8ca24,15,0,14
554,554,0,1,37e98d74,15,0,14
555,555,0,1,37ea50c4,15,0,14
556,556,0,1,37eb1414,15,0,14
557,557,0,1,37ebd764,15,0,14
558,558,0,1,37ec9ab4,15,0,14
559,559,0,1,37ed5e04,15,0,14
560,560,0,1,37ee2154,15,0,14
561,561,0,1,37eee4a4,15,0,14
562,562,0,1,37efa7f4,15,0,14
563,563,0,1,37f06b44,15,0,14
564,564,0,1,37f12e94,15,0,14
565,565,0,1,37f1f1e4,15,0,14
566,566,0,1,37f2b534,15,0,14
567,567,0,1,37f37884,15,0,14
568,568,0,1,37f43bd4,15,0,14
569,569,0,1,37f4ff24,15,0,14
570,570,0,1,37f5c274,15,0,14
571,571,0,1,37f685c4,15,0,14
572,572,0,1,37f74914,15,0,14
573,573,0,1,37f80c64,15,0,14
574,574,0,1,37f8cfb4,15,0,14
575,575,0,1,37f99304,15,0,14
576,576,0,1,37fa5654,15,0,15
577,577,0,1,37fb19a4,15,0,15
578,578,0,1,37fbdcf4,15,0,15
579,579,0,1,37fca044,17,0,15
580,580,0,1,37fd6394,17,0,15
581,581,0,1,37fe26e4,15,0,15
582,582,0,1,37feea34,17,0,15
583,583,0,1,37ffad84,15,0,15
584,584,0,1,380070d4,15,0,15
585,585,0,1,38013424,15,0,15
586,586,0,1,3801f774,17,0,15
587,587,0,1,3802bac4,15,0,15
588,588,0,1,38037e14,17,0,15
589,589,0,1,38044164,15,0,15
590,590,0,1,380504b4,15,0,15
591,591,0,1,3805c804,15,0,15
592,592,0,1,38068b54,15,0,15
593,593,0,1,38074ea4,17,0,15
594,594,0,1,380811f4,15,0,15
595,595,0,1,3808d544,17,0,15
596,596,0,1,38099894,15,0,15
597,597,0,1,380a5be4,17,0,15
598,598,0,1,380b1f34,15,0,15
599,599,0,1,380be284,17,0,15
600,600,0,1,380ca5d4,15,0,15
601,601,0,1,380d6924,15,0,15
602,602,0,1,380e2c74,15,0,15
603,603,0,1,380eefc4,15,0,15
604,604,0,1,380fb314,17,0,15
605,605,0,1,38107664,15,0,15
606,606,0,1,381139b4,17,0,15
607,607,0,1,3811fd04,16,0,15
608,608,0,1,3812c054,16,0,15
609,609,0,1,381383a4,17,0,15
610,610,0,1,381446f4,15,0,15
611,611,0,1,38150a44,15,0,15
612,612,0,1,3815cd94,15,0,15
613,613,0,1,381690e4,16,0,15
614,614,0,1,38175434,17,0,15
615,615,0,1,38181784,15,0,15
616,616,0,1,3818dad4,15,0,16
617,617,0,1,38199e24,18,0,16
618,618,0,1,381a6174,18,0,16
619,619,0,1,381b24c4,18,0,16
620,620,0,1,381be814,18,0,16
621,621,0,1,381cab64,18,0,16
622,622,0,1,381d6eb4,18,0,16
623,623,0,1,381e3204,18,0,16
624,624,0,1,381ef554,18,0,16
625,625,0,1,381fb8a4,18,0,16
626,626,0,1,38207bf4,18,0,16
627,627,0,1,38213f44,18,0,16
628,628,0,1,38220294,18,0,16
629,629,0,1,3822c5e4,17,0,16
630,630,0,1,38238934,18,0,16
631,631,0,1,38244c84,18,0,16
632,632,0,1,38250fd4,18,0,16
633,633,0,1,3825d324,17,0,16
634,634,0,1,38269674,18,0,16
635,635,0,1,382759c4,18,0,16
636,636,0,1,38281d14,18,0,16
637,637,0,1,3828e064,18,0,16
638,638,0,1,3829a3b4,18,0,16
639,639,0,1,382a6704,18,0,16
640,640,0,1,382b2a54,18,0,16
641,641,0,1,382beda4,18,0,16
642,642,0,1,382cb0f4,18,0,16
643,643,0,1,382d7444,18,0,16
644,644,0,1,382e3794,18,0,16
645,645,0,1,382efae4,18,0,16
646,646,0,1,382fbe34,18,0,16
647,647,0,1,38308184,17,0,16
648,648,0,1,383144d4,18,0,16
649,649,0,1,38320824,18,0,16
650,650,0,1,3832cb74,18,0,16
651,651,0,1,38338ec4,18,0,16
652,652,0,1,38345214,18,0,16
653,653,0,1,38351564,18,0,16
654,654,0,1,3835d8b4,18,0,16
655,655,0,1,38369c04,18,0,16
656,656,0,1,38375f54,18,0,17
657,657,0,1,383822a4,18,0,17
658,658,0,1,3838e5f4,19,0,17
659,659,0,1,3839a944,18,0,17
660,660,0,1,383a6c94,18,0,17
661,661,0,1,383b2fe4,18,0,17
662,662,0,1,383bf334,18,0,17
663,663,0,1,383cb684,18,0,17
664,664,0,1,383d79d4,18,0,17
665,665,0,1,383e3d24,18,0,17
666,666,0,1,383f0074,18,0,17
667,667,0,1,383fc3c4,18,0,17
668,668,0,1,38408714,18,0,17
669,669,0,1,38414a64,18,0,17
670,670,0,1,38420db4,18,0,17
671,671,0,1,3842d104,18,0,17
672,672,0,1,38439454,18,0,17
673,673,0,1,384457a4,18,0,17
674,674,0,1,38451af4,18,0,17
675,675,0,1,3845de44,19,0,17
676,676,0,1,3846a194,19,0,17
677,677,0,1,384764e4,18,0,17
678,678,0,1,38482834,19,0,17
679,679,0,1,3848eb84,18,0,17
680,680,0,1,3849aed4,18,0,17
681,681,0,1,384a7224,18,0,17
682,682,0,1,384b3574,18,0,17
683,683,0,1,384bf8c4,20,0,17
684,684,0,1,384cbc14,18,0,17
685,685,0,1,384d7f64,18,0,17
686,686,0,1,384e42b4,18,0,17
687,687,0,1,384f0604,18,0,17
688,688,0,1,384fc954,18,0,17
689,689,0,1,38508ca4,18,0,17
690,690,0,1,38514ff4,20,0,17
691,691,0,1,38521344,18,0,17
692,692,0,1,3852d694,18,0,17
693,693,0,1,385399e4,19,0,17
694,694,0,1,38545d34,18,0,17
695,695,0,1,38552084,18,0,17
696,696,0,1,3855e3d4,18,0,18
697,697,0,1,3856a724,21,0,18
698,698,0,1,38576a74,21,0,18
699,699,0,1,38582dc4,21,0,18
700,700,0,1,3858f114,21,0,18
701,701,0,1,3859b464,21,0,18
702,702,0,1,385a77b4,21,0,18
703,703,0,1,385b3b04,21,0,18
704,704,0,1,385bfe54,21,0,18
