Sample in Buffer,Sample in Window,TRIGGER,ts_valid_d2,ts_coarse_d2[31:0],ts_fine_idx_d2[8:0],psdone,current_loop_cnt[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED,HEX,UNSIGNED
1780,1780,0,1,3b90ea94,47,0,45
1781,1781,0,1,3b91ade4,47,0,45
1782,1782,0,1,3b927134,47,0,45
1783,1783,0,1,3b933484,48,0,45
1784,1784,0,1,3b93f7d4,47,0,45
1785,1785,0,1,3b94bb24,48,0,45
1786,1786,0,1,3b957e74,47,0,45
1787,1787,0,1,3b9641c4,47,0,45
1788,1788,0,1,3b970514,47,0,45
1789,1789,0,1,3b97c864,47,0,45
1790,1790,0,1,3b988bb4,47,0,45
1791,1791,0,1,3b994f04,47,0,45
1792,1792,0,1,3b9a1254,47,0,45
1793,1793,0,1,3b9ad5a4,47,0,45
1794,1794,0,1,3b9b98f4,47,0,45
1795,1795,0,1,3b9c5c44,47,0,45
1796,1796,0,1,3b9d1f94,48,0,45
1797,1797,0,1,3b9de2e4,47,0,45
1798,1798,0,1,3b9ea634,47,0,45
1799,1799,0,1,3b9f6984,47,0,45
1800,1800,0,1,3ba02cd4,48,0,45
1801,1801,0,1,3ba0f024,47,0,45
1802,1802,0,1,3ba1b374,47,0,45
1803,1803,0,1,3ba276c4,47,0,45
1804,1804,0,1,3ba33a14,47,0,45
1805,1805,0,1,3ba3fd64,47,0,45
1806,1806,0,1,3ba4c0b4,47,0,45
1807,1807,0,1,3ba58404,47,0,45
1808,1808,0,1,3ba64754,47,0,45
1809,1809,0,1,3ba70aa4,48,0,45
1810,1810,0,1,3ba7cdf4,47,0,45
1811,1811,0,1,3ba89144,47,0,45
1812,1812,0,1,3ba95494,47,0,45
1813,1813,0,1,3baa17e4,47,0,45
1814,1814,0,1,3baadb34,47,0,45
1815,1815,0,1,3bab9e84,47,0,45
1816,1816,0,1,3bac61d4,47,0,46
1817,1817,0,1,3bad2524,48,0,46
1818,1818,0,1,3bade874,48,0,46
1819,1819,0,1,3baeabc4,48,0,46
1820,1820,0,1,3baf6f14,48,0,46
1821,1821,0,1,3bb03264,48,0,46
1822,1822,0,1,3bb0f5b4,49,0,46
1823,1823,0,1,3bb1b904,48,0,46
1824,1824,0,1,3bb27c54,48,0,46
1825,1825,0,1,3bb33fa4,49,0,46
1826,1826,0,1,3bb402f4,48,0,46
1827,1827,0,1,3bb4c644,48,0,46
1828,1828,0,1,3bb58994,48,0,46
1829,1829,0,1,3bb64ce4,49,0,46
1830,1830,0,1,3bb71034,48,0,46
1831,1831,0,1,3bb7d384,48,0,46
1832,1832,0,1,3bb896d4,49,0,46
1833,1833,0,1,3bb95a24,48,0,46
1834,1834,0,1,3bba1d74,48,0,46
1835,1835,0,1,3bbae0c4,48,0,46
1836,1836,0,1,3bbba414,49,0,46
1837,1837,0,1,3bbc6764,48,0,46
1838,1838,0,1,3bbd2ab4,49,0,46
1839,1839,0,1,3bbdee04,49,0,46
1840,1840,0,1,3bbeb154,48,0,46
1841,1841,0,1,3bbf74a4,48,0,46
1842,1842,0,1,3bc037f4,48,0,46
1843,1843,0,1,3bc0fb44,48,0,46
1844,1844,0,1,3bc1be94,48,0,46
1845,1845,0,1,3bc281e4,48,0,46
1846,1846,0,1,3bc34534,49,0,46
1847,1847,0,1,3bc40884,48,0,46
1848,1848,0,1,3bc4cbd4,48,0,46
1849,1849,0,1,3bc58f24,49,0,46
1850,1850,0,1,3bc65274,48,0,46
1851,1851,0,1,3bc715c4,48,0,46
1852,1852,0,1,3bc7d914,48,0,46
1853,1853,0,1,3bc89c64,48,0,46
1854,1854,0,1,3bc95fb4,48,0,46
1855,1855,0,1,3bca2304,49,0,46
1856,1856,0,1,3bcae654,48,0,47
1857,1857,0,1,3bcba9a4,49,0,47
1858,1858,0,1,3bcc6cf4,49,0,47
1859,1859,0,1,3bcd3044,49,0,47
1860,1860,0,1,3bcdf394,49,0,47
1861,1861,0,1,3bceb6e4,49,0,47
1862,1862,0,1,3bcf7a34,49,0,47
1863,1863,0,1,3bd03d84,49,0,47
1864,1864,0,1,3bd100d4,49,0,47
1865,1865,0,1,3bd1c424,49,0,47
1866,1866,0,1,3bd28774,49,0,47
1867,1867,0,1,3bd34ac4,49,0,47
1868,1868,0,1,3bd40e14,49,0,47
1869,1869,0,1,3bd4d164,49,0,47
1870,1870,0,1,3bd594b4,49,0,47
1871,1871,0,1,3bd65804,49,0,47
1872,1872,0,1,3bd71b54,49,0,47
1873,1873,0,1,3bd7dea4,49,0,47
1874,1874,0,1,3bd8a1f4,49,0,47
1875,1875,0,1,3bd96544,49,0,47
1876,1876,0,1,3bda2894,49,0,47
1877,1877,0,1,3bdaebe4,49,0,47
1878,1878,0,1,3bdbaf34,49,0,47
1879,1879,0,1,3bdc7284,49,0,47
1880,1880,0,1,3bdd35d4,49,0,47
1881,1881,0,1,3bddf924,49,0,47
1882,1882,0,1,3bdebc74,49,0,47
1883,1883,0,1,3bdf7fc4,49,0,47
1884,1884,0,1,3be04314,49,0,47
1885,1885,0,1,3be10664,49,0,47
1886,1886,0,1,3be1c9b4,49,0,47
1887,1887,0,1,3be28d04,49,0,47
1888,1888,0,1,3be35054,49,0,47
1889,1889,0,1,3be413a4,49,0,47
1890,1890,0,1,3be4d6f4,49,0,47
1891,1891,0,1,3be59a44,49,0,47
1892,1892,0,1,3be65d94,49,0,47
1893,1893,0,1,3be720e4,49,0,47
1894,1894,0,1,3be7e434,49,0,47
1895,1895,0,1,3be8a784,49,0,47
1896,1896,0,1,3be96ad4,49,0,48
1897,1897,0,1,3bea2e24,49,0,48
1898,1898,0,1,3beaf174,49,0,48
1899,1899,0,1,3bebb4c4,49,0,48
1900,1900,0,1,3bec7814,49,0,48
1901,1901,0,1,3bed3b64,49,0,48
1902,1902,0,1,3bedfeb4,49,0,48
1903,1903,0,1,3beec204,49,0,48
1904,1904,0,1,3bef8554,49,0,48
1905,1905,0,1,3bf048a4,49,0,48
1906,1906,0,1,3bf10bf4,49,0,48
1907,1907,0,1,3bf1cf44,49,0,48
1908,1908,0,1,3bf29294,49,0,48
1909,1909,0,1,3bf355e4,49,0,48
1910,1910,0,1,3bf41934,49,0,48
1911,1911,0,1,3bf4dc84,49,0,48
1912,1912,0,1,3bf59fd4,49,0,48
1913,1913,0,1,3bf66324,49,0,48
1914,1914,0,1,3bf72674,49,0,48
1915,1915,0,1,3bf7e9c4,49,0,48
1916,1916,0,1,3bf8ad14,49,0,48
1917,1917,0,1,3bf97064,49,0,48
1918,1918,0,1,3bfa33b4,49,0,48
1919,1919,0,1,3bfaf704,49,0,48
1920,1920,0,1,3bfbba54,49,0,48
1921,1921,0,1,3bfc7da4,49,0,48
1922,1922,0,1,3bfd40f4,49,0,48
1923,1923,0,1,3bfe0444,49,0,48
1924,1924,0,1,3bfec794,49,0,48
1925,1925,0,1,3bff8ae4,49,0,48
1926,1926,0,1,3c004e34,49,0,48
1927,1927,0,1,3c011184,49,0,48
1928,1928,0,1,3c01d4d4,49,0,48
1929,1929,0,1,3c029824,49,0,48
1930,1930,0,1,3c035b74,49,0,48
1931,1931,0,1,3c041ec4,49,0,48
1932,1932,0,1,3c04e214,49,0,48
1933,1933,0,1,3c05a564,49,0,48
1934,1934,0,1,3c0668b4,49,0,48
1935,1935,0,1,3c072c04,49,0,48
1936,1936,0,1,3c07ef54,49,0,49
1937,1937,0,1,3c08b2a4,49,0,49
1938,1938,0,1,3c0975f4,49,0,49
1939,1939,0,1,3c0a3944,49,0,49
1940,1940,0,1,3c0afc94,49,0,49
1941,1941,0,1,3c0bbfe4,49,0,49
1942,1942,0,1,3c0c8334,50,0,49
1943,1943,0,1,3c0d4684,49,0,49
1944,1944,0,1,3c0e09d4,49,0,49
1945,1945,0,1,3c0ecd24,49,0,49
1946,1946,0,1,3c0f9074,49,0,49
1947,1947,0,1,3c1053c4,49,0,49
1948,1948,0,1,3c111714,49,0,49
1949,1949,0,1,3c11da64,50,0,49
1950,1950,0,1,3c129db4,49,0,49
1951,1951,0,1,3c136104,49,0,49
1952,1952,0,1,3c142454,49,0,49
1953,1953,0,1,3c14e7a4,49,0,49
1954,1954,0,1,3c15aaf4,49,0,49
1955,1955,0,1,3c166e44,49,0,49
1956,1956,0,1,3c173194,49,0,49
1957,1957,0,1,3c17f4e4,49,0,49
1958,1958,0,1,3c18b834,49,0,49
1959,1959,0,1,3c197b84,49,0,49
1960,1960,0,1,3c1a3ed4,49,0,49
1961,1961,0,1,3c1b0224,49,0,49
1962,1962,0,1,3c1bc574,50,0,49
1963,1963,0,1,3c1c88c4,49,0,49
1964,1964,0,1,3c1d4c14,49,0,49
1965,1965,0,1,3c1e0f64,49,0,49
1966,1966,0,1,3c1ed2b4,49,0,49
1967,1967,0,1,3c1f9604,49,0,49
1968,1968,0,1,3c205954,50,0,49
1969,1969,0,1,3c211ca4,49,0,49
1970,1970,0,1,3c21dff4,49,0,49
1971,1971,0,1,3c22a344,49,0,49
1972,1972,0,1,3c236694,49,0,49
1973,1973,0,1,3c2429e4,49,0,49
1974,1974,0,1,3c24ed34,49,0,49
1975,1975,0,1,3c25b084,50,0,49
1976,1976,0,1,3c2673d4,49,0,50
1977,1977,0,1,3c273724,49,0,50
1978,1978,0,1,3c27fa74,50,0,50
1979,1979,0,1,3c28bdc4,50,0,50
1980,1980,0,1,3c298114,50,0,50
1981,1981,0,1,3c2a4464,49,0,50
1982,1982,0,1,3c2b07b4,50,0,50
1983,1983,0,1,3c2bcb04,49,0,50
1984,1984,0,1,3c2c8e54,50,0,50
1985,1985,0,1,3c2d51a4,50,0,50
1986,1986,0,1,3c2e14f4,50,0,50
1987,1987,0,1,3c2ed844,50,0,50
1988,1988,0,1,3c2f9b94,49,0,50
1989,1989,0,1,3c305ee4,50,0,50
1990,1990,0,1,3c312234,50,0,50
1991,1991,0,1,3c31e584,50,0,50
1992,1992,0,1,3c32a8d4,50,0,50
1993,1993,0,1,3c336c24,50,0,50
1994,1994,0,1,3c342f74,50,0,50
1995,1995,0,1,3c34f2c4,50,0,50
1996,1996,0,1,3c35b614,50,0,50
1997,1997,0,1,3c367964,50,0,50
1998,1998,0,1,3c373cb4,50,0,50
1999,1999,0,1,3c380004,50,0,50
2000,2000,0,1,3c38c354,50,0,50
2001,2001,0,1,3c3986a4,50,0,50
2002,2002,0,1,3c3a49f4,49,0,50
2003,2003,0,1,3c3b0d44,50,0,50
2004,2004,0,1,3c3bd094,50,0,50
2005,2005,0,1,3c3c93e4,49,0,50
2006,2006,0,1,3c3d5734,50,0,50
2007,2007,0,1,3c3e1a84,50,0,50
2008,2008,0,1,3c3eddd4,50,0,50
2009,2009,0,1,3c3fa124,49,0,50
2010,2010,0,1,3c406474,50,0,50
2011,2011,0,1,3c4127c4,50,0,50
2012,2012,0,1,3c41eb14,49,0,50
2013,2013,0,1,3c42ae64,50,0,50
2014,2014,0,1,3c4371b4,50,0,50
2015,2015,0,1,3c443504,50,0,50
2016,2016,0,1,3c44f854,50,0,51
2017,2017,0,1,3c45bba4,51,0,51
2018,2018,0,1,3c467ef4,51,0,51
2019,2019,0,1,3c474244,51,0,51
2020,2020,0,1,3c480594,51,0,51
2021,2021,0,1,3c48c8e4,51,0,51
2022,2022,0,1,3c498c34,51,0,51
2023,2023,0,1,3c4a4f84,50,0,51
2024,2024,0,1,3c4b12d4,51,0,51
2025,2025,0,1,3c4bd624,51,0,51
2026,2026,0,1,3c4c9974,51,0,51
2027,2027,0,1,3c4d5cc4,51,0,51
2028,2028,0,1,3c4e2014,51,0,51
2029,2029,0,1,3c4ee364,51,0,51
2030,2030,0,1,3c4fa6b4,50,0,51
2031,2031,0,1,3c506a04,51,0,51
2032,2032,0,1,3c512d54,51,0,51
2033,2033,0,1,3c51f0a4,51,0,51
2034,2034,0,1,3c52b3f4,51,0,51
2035,2035,0,1,3c537744,51,0,51
2036,2036,0,1,3c543a94,50,0,51
2037,2037,0,1,3c54fde4,51,0,51
2038,2038,0,1,3c55c134,51,0,51
2039,2039,0,1,3c568484,50,0,51
2040,2040,0,1,3c5747d4,51,0,51
2041,2041,0,1,3c580b24,51,0,51
2042,2042,0,1,3c58ce74,51,0,51
2043,2043,0,1,3c5991c4,50,0,51
2044,2044,0,1,3c5a5514,51,0,51
2045,2045,0,1,3c5b1864,51,0,51
2046,2046,0,1,3c5bdbb4,51,0,51
2047,2047,0,1,3c5c9f04,51,0,51
2048,2048,0,1,3c5d6254,51,0,51
2049,2049,0,1,3c5e25a4,50,0,51
2050,2050,0,1,3c5ee8f4,51,0,51
2051,2051,0,1,3c5fac44,51,0,51
2052,2052,0,1,3c606f94,50,0,51
2053,2053,0,1,3c6132e4,51,0,51
2054,2054,0,1,3c61f634,51,0,51
2055,2055,0,1,3c62b984,51,0,51
2056,2056,0,1,3c637cd4,51,0,52
2057,2057,0,1,3c644024,53,0,52
2058,2058,0,1,3c650374,53,0,52
2059,2059,0,1,3c65c6c4,52,0,52
2060,2060,0,1,3c668a14,53,0,52
2061,2061,0,1,3c674d64,53,0,52
2062,2062,0,1,3c6810b4,52,0,52
2063,2063,0,1,3c68d404,53,0,52
2064,2064,0,1,3c699754,53,0,52
2065,2065,0,1,3c6a5aa4,53,0,52
2066,2066,0,1,3c6b1df4,52,0,52
2067,2067,0,1,3c6be144,53,0,52
2068,2068,0,1,3c6ca494,53,0,52
2069,2069,0,1,3c6d67e4,53,0,52
2070,2070,0,1,3c6e2b34,52,0,52
2071,2071,0,1,3c6eee84,53,0,52
2072,2072,0,1,3c6fb1d4,53,0,52
2073,2073,0,1,3c707524,53,0,52
2074,2074,0,1,3c713874,53,0,52
2075,2075,0,1,3c71fbc4,53,0,52
2076,2076,0,1,3c72bf14,53,0,52
2077,2077,0,1,3c738264,53,0,52
2078,2078,0,1,3c7445b4,53,0,52
2079,2079,0,1,3c750904,51,0,52
2080,2080,0,1,3c75cc54,53,0,52
2081,2081,0,1,3c768fa4,53,0,52
2082,2082,0,1,3c7752f4,53,0,52
2083,2083,0,1,3c781644,53,0,52
2084,2084,0,1,3c78d994,53,0,52
2085,2085,0,1,3c799ce4,53,0,52
2086,2086,0,1,3c7a6034,52,0,52
2087,2087,0,1,3c7b2384,53,0,52
2088,2088,0,1,3c7be6d4,52,0,52
2089,2089,0,1,3c7caa24,53,0,52
2090,2090,0,1,3c7d6d74,52,0,52
2091,2091,0,1,3c7e30c4,53,0,52
2092,2092,0,1,3c7ef414,53,0,52
2093,2093,0,1,3c7fb764,53,0,52
2094,2094,0,1,3c807ab4,52,0,52
2095,2095,0,1,3c813e04,53,0,52
2096,2096,0,1,3c820154,53,0,53
2097,2097,0,1,3c82c4a4,53,0,53
2098,2098,0,1,3c8387f4,54,0,53
2099,2099,0,1,3c844b44,54,0,53
2100,2100,0,1,3c850e94,53,0,53
2101,2101,0,1,3c85d1e4,53,0,53
2102,2102,0,1,3c869534,53,0,53
2103,2103,0,1,3c875884,53,0,53
2104,2104,0,1,3c881bd4,53,0,53
2105,2105,0,1,3c88df24,54,0,53
2106,2106,0,1,3c89a274,53,0,53
2107,2107,0,1,3c8a65c4,53,0,53
2108,2108,0,1,3c8b2914,53,0,53
2109,2109,0,1,3c8bec64,53,0,53
2110,2110,0,1,3c8cafb4,53,0,53
2111,2111,0,1,3c8d7304,53,0,53
2112,2112,0,1,3c8e3654,54,0,53
2113,2113,0,1,3c8ef9a4,53,0,53
2114,2114,0,1,3c8fbcf4,53,0,53
2115,2115,0,1,3c908044,53,0,53
2116,2116,0,1,3c914394,53,0,53
2117,2117,0,1,3c9206e4,53,0,53
2118,2118,0,1,3c92ca34,53,0,53
2119,2119,0,1,3c938d84,54,0,53
2120,2120,0,1,3c9450d4,53,0,53
2121,2121,0,1,3c951424,53,0,53
2122,2122,0,1,3c95d774,53,0,53
2123,2123,0,1,3c969ac4,53,0,53
2124,2124,0,1,3c975e14,53,0,53
2125,2125,0,1,3c982164,53,0,53
2126,2126,0,1,3c98e4b4,54,0,53
2127,2127,0,1,3c99a804,53,0,53
2128,2128,0,1,3c9a6b54,53,0,53
2129,2129,0,1,3c9b2ea4,53,0,53
2130,2130,0,1,3c9bf1f4,53,0,53
2131,2131,0,1,3c9cb544,53,0,53
2132,2132,0,1,3c9d7894,53,0,53
2133,2133,0,1,3c9e3be4,54,0,53
2134,2134,0,1,3c9eff34,53,0,53
2135,2135,0,1,3c9fc284,53,0,53
2136,2136,0,1,3ca085d4,54,0,54
2137,2137,0,1,3ca14924,54,0,54
2138,2138,0,1,3ca20c74,54,0,54
2139,2139,0,1,3ca2cfc4,54,0,54
2140,2140,0,1,3ca39314,54,0,54
2141,2141,0,1,3ca45664,54,0,54
2142,2142,0,1,3ca519b4,54,0,54
2143,2143,0,1,3ca5dd04,54,0,54
2144,2144,0,1,3ca6a054,54,0,54
2145,2145,0,1,3ca763a4,54,0,54
2146,2146,0,1,3ca826f4,55,0,54
2147,2147,0,1,3ca8ea44,54,0,54
2148,2148,0,1,3ca9ad94,54,0,54
2149,2149,0,1,3caa70e4,54,0,54
2150,2150,0,1,3cab3434,54,0,54
2151,2151,0,1,3cabf784,54,0,54
2152,2152,0,1,3cacbad4,54,0,54
2153,2153,0,1,3cad7e24,54,0,54
2154,2154,0,1,3cae4174,54,0,54
2155,2155,0,1,3caf04c4,54,0,54
2156,2156,0,1,3cafc814,54,0,54
2157,2157,0,1,3cb08b64,54,0,54
2158,2158,0,1,3cb14eb4,54,0,54
2159,2159,0,1,3cb21204,55,0,54
2160,2160,0,1,3cb2d554,54,0,54
2161,2161,0,1,3cb398a4,54,0,54
2162,2162,0,1,3cb45bf4,54,0,54
2163,2163,0,1,3cb51f44,54,0,54
2164,2164,0,1,3cb5e294,54,0,54
2165,2165,0,1,3cb6a5e4,54,0,54
2166,2166,0,1,3cb76934,54,0,54
2167,2167,0,1,3cb82c84,54,0,54
2168,2168,0,1,3cb8efd4,54,0,54
2169,2169,0,1,3cb9b324,54,0,54
2170,2170,0,1,3cba7674,54,0,54
2171,2171,0,1,3cbb39c4,54,0,54
2172,2172,0,1,3cbbfd14,54,0,54
2173,2173,0,1,3cbcc064,54,0,54
2174,2174,0,1,3cbd83b4,54,0,54
2175,2175,0,1,3cbe4704,54,0,54
2176,2176,0,1,3cbf0a54,54,0,55
2177,2177,0,1,3cbfcda4,54,0,55
2178,2178,0,1,3cc090f4,56,0,55
2179,2179,0,1,3cc15444,55,0,55
2180,2180,0,1,3cc21794,57,0,55
2181,2181,0,1,3cc2dae4,55,0,55
2182,2182,0,1,3cc39e34,56,0,55
2183,2183,0,1,3cc46184,54,0,55
2184,2184,0,1,3cc524d4,56,0,55
2185,2185,0,1,3cc5e824,55,0,55
2186,2186,0,1,3cc6ab74,54,0,55
2187,2187,0,1,3cc76ec4,57,0,55
2188,2188,0,1,3cc83214,55,0,55
2189,2189,0,1,3cc8f564,54,0,55
2190,2190,0,1,3cc9b8b4,56,0,55
2191,2191,0,1,3cca7c04,56,0,55
2192,2192,0,1,3ccb3f54,55,0,55
2193,2193,0,1,3ccc02a4,54,0,55
2194,2194,0,1,3cccc5f4,56,0,55
2195,2195,0,1,3ccd8944,55,0,55
2196,2196,0,1,3cce4c94,54,0,55
2197,2197,0,1,3ccf0fe4,56,0,55
2198,2198,0,1,3ccfd334,55,0,55
2199,2199,0,1,3cd09684,54,0,55
2200,2200,0,1,3cd159d4,56,0,55
2201,2201,0,1,3cd21d24,56,0,55
2202,2202,0,1,3cd2e074,54,0,55
2203,2203,0,1,3cd3a3c4,56,0,55
2204,2204,0,1,3cd46714,56,0,55
2205,2205,0,1,3cd52a64,54,0,55
2206,2206,0,1,3cd5edb4,56,0,55
2207,2207,0,1,3cd6b104,55,0,55
2208,2208,0,1,3cd77454,56,0,55
2209,2209,0,1,3cd837a4,54,0,55
2210,2210,0,1,3cd8faf4,56,0,55
2211,2211,0,1,3cd9be44,54,0,55
2212,2212,0,1,3cda8194,56,0,55
2213,2213,0,1,3cdb44e4,54,0,55
2214,2214,0,1,3cdc0834,55,0,55
2215,2215,0,1,3cdccb84,56,0,55
2216,2216,0,1,3cdd8ed4,54,0,56
2217,2217,0,1,3cde5224,57,0,56
2218,2218,0,1,3cdf1574,57,0,56
2219,2219,0,1,3cdfd8c4,57,0,56
2220,2220,0,1,3ce09c14,57,0,56
2221,2221,0,1,3ce15f64,57,0,56
2222,2222,0,1,3ce222b4,59,0,56
2223,2223,0,1,3ce2e604,57,0,56
2224,2224,0,1,3ce3a954,57,0,56
2225,2225,0,1,3ce46ca4,57,0,56
2226,2226,0,1,3ce52ff4,57,0,56
2227,2227,0,1,3ce5f344,57,0,56
2228,2228,0,1,3ce6b694,57,0,56
2229,2229,0,1,3ce779e4,57,0,56
2230,2230,0,1,3ce83d34,57,0,56
2231,2231,0,1,3ce90084,57,0,56
2232,2232,0,1,3ce9c3d4,57,0,56
2233,2233,0,1,3cea8724,57,0,56
2234,2234,0,1,3ceb4a74,57,0,56
2235,2235,0,1,3cec0dc4,57,0,56
2236,2236,0,1,3cecd114,57,0,56
2237,2237,0,1,3ced9464,57,0,56
2238,2238,0,1,3cee57b4,57,0,56
2239,2239,0,1,3cef1b04,57,0,56
2240,2240,0,1,3cefde54,57,0,56
2241,2241,0,1,3cf0a1a4,57,0,56
2242,2242,0,1,3cf164f4,57,0,56
2243,2243,0,1,3cf22844,57,0,56
2244,2244,0,1,3cf2eb94,57,0,56
2245,2245,0,1,3cf3aee4,57,0,56
2246,2246,0,1,3cf47234,57,0,56
2247,2247,0,1,3cf53584,57,0,56
2248,2248,0,1,3cf5f8d4,57,0,56
2249,2249,0,1,3cf6bc24,57,0,56
2250,2250,0,1,3cf77f74,59,0,56
2251,2251,0,1,3cf842c4,57,0,56
2252,2252,0,1,3cf90614,57,0,56
2253,2253,0,1,3cf9c964,57,0,56
2254,2254,0,1,3cfa8cb4,57,0,56
2255,2255,0,1,3cfb5004,57,0,56
2256,2256,0,1,3cfc1354,57,0,57
2257,2257,0,1,3cfcd6a4,59,0,57
2258,2258,0,1,3cfd99f4,59,0,57
2259,2259,0,1,3cfe5d44,59,0,57
2260,2260,0,1,3cff2094,59,0,57
2261,2261,0,1,3cffe3e4,59,0,57
2262,2262,0,1,3d00a734,58,0,57
2263,2263,0,1,3d016a84,59,0,57
2264,2264,0,1,3d022dd4,59,0,57
2265,2265,0,1,3d02f124,59,0,57
2266,2266,0,1,3d03b474,59,0,57
2267,2267,0,1,3d0477c4,59,0,57
2268,2268,0,1,3d053b14,59,0,57
2269,2269,0,1,3d05fe64,59,0,57
2270,2270,0,1,3d06c1b4,59,0,57
2271,2271,0,1,3d078504,59,0,57
2272,2272,0,1,3d084854,58,0,57
2273,2273,0,1,3d090ba4,59,0,57
2274,2274,0,1,3d09cef4,59,0,57
2275,2275,0,1,3d0a9244,59,0,57
2276,2276,0,1,3d0b5594,59,0,57
2277,2277,0,1,3d0c18e4,59,0,57
2278,2278,0,1,3d0cdc34,59,0,57
2279,2279,0,1,3d0d9f84,59,0,57
2280,2280,0,1,3d0e62d4,59,0,57
2281,2281,0,1,3d0f2624,59,0,57
2282,2282,0,1,3d0fe974,59,0,57
2283,2283,0,1,3d10acc4,58,0,57
2284,2284,0,1,3d117014,59,0,57
2285,2285,0,1,3d123364,59,0,57
2286,2286,0,1,3d12f6b4,59,0,57
2287,2287,0,1,3d13ba04,59,0,57
2288,2288,0,1,3d147d54,59,0,57
2289,2289,0,1,3d1540a4,59,0,57
2290,2290,0,1,3d1603f4,59,0,57
2291,2291,0,1,3d16c744,59,0,57
2292,2292,0,1,3d178a94,59,0,57
2293,2293,0,1,3d184de4,59,0,57
2294,2294,0,1,3d191134,59,0,57
2295,2295,0,1,3d19d484,59,0,57
2296,2296,0,1,3d1a97d4,59,0,58
2297,2297,0,1,3d1b5b24,59,0,58
2298,2298,0,1,3d1c1e74,59,0,58
2299,2299,0,1,3d1ce1c4,60,0,58
2300,2300,0,1,3d1da514,59,0,58
2301,2301,0,1,3d1e6864,59,0,58
2302,2302,0,1,3d1f2bb4,59,0,58
2303,2303,0,1,3d1fef04,59,0,58
2304,2304,0,1,3d20b254,59,0,58
2305,2305,0,1,3d2175a4,59,0,58
2306,2306,0,1,3d2238f4,59,0,58
2307,2307,0,1,3d22fc44,59,0,58
2308,2308,0,1,3d23bf94,59,0,58
2309,2309,0,1,3d2482e4,59,0,58
2310,2310,0,1,3d254634,59,0,58
2311,2311,0,1,3d260984,59,0,58
2312,2312,0,1,3d26ccd4,59,0,58
2313,2313,0,1,3d279024,59,0,58
2314,2314,0,1,3d285374,59,0,58
2315,2315,0,1,3d2916c4,59,0,58
2316,2316,0,1,3d29da14,59,0,58
2317,2317,0,1,3d2a9d64,59,0,58
2318,2318,0,1,3d2b60b4,59,0,58
2319,2319,0,1,3d2c2404,59,0,58
2320,2320,0,1,3d2ce754,59,0,58
2321,2321,0,1,3d2daaa4,59,0,58
2322,2322,0,1,3d2e6df4,59,0,58
2323,2323,0,1,3d2f3144,59,0,58
2324,2324,0,1,3d2ff494,59,0,58
2325,2325,0,1,3d30b7e4,59,0,58
2326,2326,0,1,3d317b34,59,0,58
2327,2327,0,1,3d323e84,60,0,58
2328,2328,0,1,3d3301d4,59,0,58
2329,2329,0,1,3d33c524,59,0,58
2330,2330,0,1,3d348874,59,0,58
2331,2331,0,1,3d354bc4,59,0,58
2332,2332,0,1,3d360f14,59,0,58
2333,2333,0,1,3d36d264,59,0,58
2334,2334,0,1,3d3795b4,60,0,58
2335,2335,0,1,3d385904,59,0,58
2336,2336,0,1,3d391c54,59,0,59
2337,2337,0,1,3d39dfa4,61,0,59
2338,2338,0,1,3d3aa2f4,61,0,59
2339,2339,0,1,3d3b6644,61,0,59
2340,2340,0,1,3d3c2994,61,0,59
2341,2341,0,1,3d3cece4,62,0,59
2342,2342,0,1,3d3db034,61,0,59
2343,2343,0,1,3d3e7384,61,0,59
2344,2344,0,1,3d3f36d4,61,0,59
2345,2345,0,1,3d3ffa24,61,0,59
2346,2346,0,1,3d40bd74,61,0,59
2347,2347,0,1,3d4180c4,61,0,59
2348,2348,0,1,3d424414,61,0,59
2349,2349,0,1,3d430764,61,0,59
2350,2350,0,1,3d43cab4,61,0,59
2351,2351,0,1,3d448e04,61,0,59
2352,2352,0,1,3d455154,61,0,59
2353,2353,0,1,3d4614a4,61,0,59
2354,2354,0,1,3d46d7f4,61,0,59
2355,2355,0,1,3d479b44,62,0,59
2356,2356,0,1,3d485e94,61,0,59
2357,2357,0,1,3d4921e4,61,0,59
2358,2358,0,1,3d49e534,61,0,59
2359,2359,0,1,3d4aa884,61,0,59
2360,2360,0,1,3d4b6bd4,61,0,59
2361,2361,0,1,3d4c2f24,61,0,59
2362,2362,0,1,3d4cf274,62,0,59
2363,2363,0,1,3d4db5c4,61,0,59
2364,2364,0,1,3d4e7914,61,0,59
2365,2365,0,1,3d4f3c64,61,0,59
2366,2366,0,1,3d4fffb4,61,0,59
2367,2367,0,1,3d50c304,61,0,59
2368,2368,0,1,3d518654,61,0,59
2369,2369,0,1,3d5249a4,62,0,59
2370,2370,0,1,3d530cf4,61,0,59
2371,2371,0,1,3d53d044,61,0,59
2372,2372,0,1,3d549394,62,0,59
2373,2373,0,1,3d5556e4,61,0,59
2374,2374,0,1,3d561a34,61,0,59
2375,2375,0,1,3d56dd84,61,0,59
2376,2376,0,1,3d57a0d4,61,0,60
2377,2377,0,1,3d586424,62,0,60
2378,2378,0,1,3d592774,62,0,60
2379,2379,0,1,3d59eac4,62,0,60
2380,2380,0,1,3d5aae14,62,0,60
2381,2381,0,1,3d5b7164,62,0,60
2382,2382,0,1,3d5c34b4,62,0,60
2383,2383,0,1,3d5cf804,62,0,60
